file,issue_type,details
2002/funfaithful.html,empty_content,Article body has only 1 <p> tag(s)
2002/funfaithful.html,missing_imdb_link,No IMDB link in film card
2002/funfaithful.html,missing_poster_reference,No poster image reference found
2002/funfaithful.html,thin_content,Modern content is 16% of legacy length (88 vs 532 chars)
2002/fwic02.html,missing_imdb_link,No IMDB link in film card
2002/fwic02.html,missing_poster_reference,No poster image reference found
2002/r8nights.html,missing_director,No Director listed in film-credits
2002/r8nights.html,missing_imdb_link,No IMDB link in film card
2002/r8nights.html,missing_poster_reference,No poster image reference found
2002/ralabama.html,thin_content,Modern content is 3% of legacy length (219 vs 5825 chars)
2002/rblackhawk.html,missing_imdb_link,No IMDB link in film card
2002/rblindspot.html,missing_director,No Director listed in film-credits
2002/rblindspot.html,missing_imdb_link,No IMDB link in film card
2002/rblindspot.html,missing_poster_reference,No poster image reference found
2002/rbourneid.html,thin_content,Modern content is 49% of legacy length (2429 vs 4921 chars)
2002/rcatsmeow.html,missing_director,No Director listed in film-credits
2002/rcatsmeow.html,missing_imdb_link,No IMDB link in film card
2002/rcatsmeow.html,missing_poster_reference,No poster image reference found
2002/remperor.html,missing_director,No Director listed in film-credits
2002/remperor.html,missing_imdb_link,No IMDB link in film card
2002/remperor.html,missing_poster_reference,No poster image reference found
2002/rfear.html,thin_content,Modern content is 45% of legacy length (1946 vs 4241 chars)
2002/rfence.html,thin_content,Modern content is 47% of legacy length (2322 vs 4902 chars)
2002/rfire.html,thin_content,Modern content is 49% of legacy length (2155 vs 4350 chars)
2002/rgosford.html,empty_content,Article body has only 1 <p> tag(s)
2002/rgreendr.html,thin_content,Modern content is 41% of legacy length (2184 vs 5202 chars)
2002/rhcrimes.html,thin_content,Modern content is 49% of legacy length (2327 vs 4670 chars)
2002/rhybrid.html,missing_imdb_link,No IMDB link in film card
2002/rjasonx.html,missing_director,No Director listed in film-credits
2002/rjasonx.html,missing_imdb_link,No IMDB link in film card
2002/rjasonx.html,missing_poster_reference,No poster image reference found
2002/rjasper.html,missing_director,No Director listed in film-credits
2002/rjasper.html,missing_imdb_link,No IMDB link in film card
2002/rjasper.html,missing_poster_reference,No poster image reference found
2002/rjetlag.html,thin_content,Modern content is 34% of legacy length (1422 vs 4157 chars)
2002/rkidpic.html,missing_director,No Director listed in film-credits
2002/rkidpic.html,missing_imdb_link,No IMDB link in film card
2002/rkidpic.html,missing_poster_reference,No poster image reference found
2002/rlantana.html,missing_imdb_link,No IMDB link in film card
2002/rmonsoon.html,thin_content,Modern content is 45% of legacy length (2529 vs 5526 chars)
2002/rorange.html,thin_content,Modern content is 46% of legacy length (2151 vs 4599 chars)
2002/rparadiso.html,missing_director,No Director listed in film-credits
2002/rparadiso.html,missing_imdb_link,No IMDB link in film card
2002/rparadiso.html,missing_poster_reference,No poster image reference found
2002/rpauline.html,missing_imdb_link,No IMDB link in film card
2002/rpauline.html,missing_poster_reference,No poster image reference found
2002/rpunch.html,thin_content,Modern content is 42% of legacy length (2694 vs 6375 chars)
2002/rrollerball.html,thin_content,Modern content is 48% of legacy length (2911 vs 6023 chars)
2002/rroyalt-1.html,missing_imdb_link,No IMDB link in film card
2002/rroyalt-2.html,missing_imdb_link,No IMDB link in film card
2002/rsad.html,missing_director,No Director listed in film-credits
2002/rsad.html,missing_imdb_link,No IMDB link in film card
2002/rsad.html,missing_poster_reference,No poster image reference found
2002/rscorpion.html,thin_content,Modern content is 43% of legacy length (1929 vs 4481 chars)
2002/rsonsroom.html,missing_director,No Director listed in film-credits
2002/rsonsroom.html,missing_imdb_link,No IMDB link in film card
2002/rsonsroom.html,missing_poster_reference,No poster image reference found
2002/rspider.html,missing_imdb_link,No IMDB link in film card
2002/rtreasure.html,thin_content,Modern content is 46% of legacy length (2717 vs 5797 chars)
2002/rwinterdark.html,thin_content,Modern content is 45% of legacy length (2417 vs 5309 chars)
2003/f13.html,missing_director,No Director listed in film-credits
2003/f13.html,missing_imdb_link,No IMDB link in film card
2003/f13.html,missing_poster_reference,No poster image reference found
2003/famandla.html,missing_director,No Director listed in film-credits
2003/famandla.html,missing_imdb_link,No IMDB link in film card
2003/famandla.html,missing_poster_reference,No poster image reference found
2003/fanimatrix.html,missing_director,No Director listed in film-credits
2003/fanimatrix.html,missing_imdb_link,No IMDB link in film card
2003/fanimatrix.html,missing_poster_reference,No poster image reference found
2003/fbarbarian-1.html,missing_director,No Director listed in film-credits
2003/fbarbarian-1.html,missing_imdb_link,No IMDB link in film card
2003/fbarbarian-1.html,missing_poster_reference,No poster image reference found
2003/fbarbarian-2.html,missing_director,No Director listed in film-credits
2003/fbarbarian-2.html,missing_imdb_link,No IMDB link in film card
2003/fbarbarian-2.html,missing_poster_reference,No poster image reference found
2003/fbarbarian.html,empty_content,Article body has only 1 <p> tag(s)
2003/fbarbarian.html,missing_director,No Director listed in film-credits
2003/fbarbarian.html,missing_imdb_link,No IMDB link in film card
2003/fbarbarian.html,missing_poster_reference,No poster image reference found
2003/fbarbarian.html,thin_content,Modern content is 17% of legacy length (112 vs 627 chars)
2003/fbetterluck.html,missing_director,No Director listed in film-credits
2003/fbetterluck.html,missing_imdb_link,No IMDB link in film card
2003/fbetterluck.html,missing_poster_reference,No poster image reference found
2003/fbiggie.html,missing_director,No Director listed in film-credits
2003/fbiggie.html,missing_imdb_link,No IMDB link in film card
2003/fbiggie.html,missing_poster_reference,No poster image reference found
2003/fbonhoeffer.html,missing_director,No Director listed in film-credits
2003/fbonhoeffer.html,missing_imdb_link,No IMDB link in film card
2003/fbonhoeffer.html,missing_poster_reference,No poster image reference found
2003/fcharlie.html,missing_director,No Director listed in film-credits
2003/fcharlie.html,missing_imdb_link,No IMDB link in film card
2003/fcharlie.html,missing_poster_reference,No poster image reference found
2003/fcold.html,missing_director,No Director listed in film-credits
2003/fcold.html,missing_imdb_link,No IMDB link in film card
2003/fcold.html,missing_poster_reference,No poster image reference found
2003/fconfidence.html,empty_content,Article body has only 1 <p> tag(s)
2003/fconfidence.html,missing_director,No Director listed in film-credits
2003/fconfidence.html,missing_imdb_link,No IMDB link in film card
2003/fconfidence.html,missing_poster_reference,No poster image reference found
2003/fconfidence.html,thin_content,Modern content is 16% of legacy length (48 vs 291 chars)
2003/fcruelty.html,empty_content,Article body has only 1 <p> tag(s)
2003/fcruelty.html,missing_director,No Director listed in film-credits
2003/fcruelty.html,missing_imdb_link,No IMDB link in film card
2003/fcruelty.html,missing_poster_reference,No poster image reference found
2003/fcruelty.html,thin_content,Modern content is 5% of legacy length (19 vs 363 chars)
2003/fdevil.html,missing_director,No Director listed in film-credits
2003/fdevil.html,missing_imdb_link,No IMDB link in film card
2003/fdevil.html,missing_poster_reference,No poster image reference found
2003/ffriedmans.html,missing_imdb_link,No IMDB link in film card
2003/ffriedmans.html,missing_poster_reference,No poster image reference found
2003/fgloomy.html,empty_content,Article body has only 1 <p> tag(s)
2003/fgloomy.html,missing_director,No Director listed in film-credits
2003/fgloomy.html,missing_imdb_link,No IMDB link in film card
2003/fgloomy.html,missing_poster_reference,No poster image reference found
2003/fgloomy.html,thin_content,Modern content is 4% of legacy length (13 vs 293 chars)
2003/fharryhausen.html,missing_director,No Director listed in film-credits
2003/fharryhausen.html,missing_imdb_link,No IMDB link in film card
2003/fharryhausen.html,missing_poster_reference,No poster image reference found
2003/fitalian.html,missing_director,No Director listed in film-credits
2003/fitalian.html,missing_imdb_link,No IMDB link in film card
2003/fitalian.html,missing_poster_reference,No poster image reference found
2003/fkillbillv1.html,empty_content,Article body has only 1 <p> tag(s)
2003/fkillbillv1.html,missing_director,No Director listed in film-credits
2003/fkillbillv1.html,missing_imdb_link,No IMDB link in film card
2003/fkillbillv1.html,missing_poster_reference,No poster image reference found
2003/fkillbillv1.html,thin_content,Modern content is 3% of legacy length (16 vs 417 chars)
2003/flost.html,empty_content,Article body has only 1 <p> tag(s)
2003/flost.html,missing_director,No Director listed in film-credits
2003/flost.html,missing_imdb_link,No IMDB link in film card
2003/flost.html,missing_poster_reference,No poster image reference found
2003/flost.html,thin_content,Modern content is 4% of legacy length (19 vs 393 chars)
2003/fmanic.html,missing_director,No Director listed in film-credits
2003/fmanic.html,missing_imdb_link,No IMDB link in film card
2003/fmanic.html,missing_poster_reference,No poster image reference found
2003/fmcghee.html,missing_director,No Director listed in film-credits
2003/fmcghee.html,missing_imdb_link,No IMDB link in film card
2003/fmcghee.html,missing_poster_reference,No poster image reference found
2003/fnarc.html,missing_director,No Director listed in film-credits
2003/fnarc.html,missing_imdb_link,No IMDB link in film card
2003/fnarc.html,missing_poster_reference,No poster image reference found
2003/foscar03-1.html,missing_director,No Director listed in film-credits
2003/foscar03-1.html,missing_imdb_link,No IMDB link in film card
2003/foscar03-1.html,missing_poster_reference,No poster image reference found
2003/fsiff03-indx.html,empty_content,Article body has only 1 <p> tag(s)
2003/fsiff03-indx.html,missing_director,No Director listed in film-credits
2003/fsiff03-indx.html,missing_imdb_link,No IMDB link in film card
2003/fsiff03-indx.html,missing_poster_reference,No poster image reference found
2003/fsiff03.html,empty_content,Article body has only 1 <p> tag(s)
2003/fsiff03.html,missing_director,No Director listed in film-credits
2003/fsiff03.html,missing_imdb_link,No IMDB link in film card
2003/fsiff03.html,missing_poster_reference,No poster image reference found
2003/fsiff03.html,thin_content,Modern content is 9% of legacy length (103 vs 1085 chars)
2003/fspider.html,empty_content,Article body has only 1 <p> tag(s)
2003/fspider.html,missing_director,No Director listed in film-credits
2003/fspider.html,missing_imdb_link,No IMDB link in film card
2003/fspider.html,missing_poster_reference,No poster image reference found
2003/fspider.html,thin_content,Modern content is 25% of legacy length (95 vs 374 chars)
2003/fspykids3.html,empty_content,Article body has only 1 <p> tag(s)
2003/fspykids3.html,missing_director,No Director listed in film-credits
2003/fspykids3.html,missing_imdb_link,No IMDB link in film card
2003/fspykids3.html,missing_poster_reference,No poster image reference found
2003/fspykids3.html,thin_content,Modern content is 16% of legacy length (67 vs 404 chars)
2003/fstate.html,empty_content,Article body has only 1 <p> tag(s)
2003/fstate.html,missing_director,No Director listed in film-credits
2003/fstate.html,missing_imdb_link,No IMDB link in film card
2003/fstate.html,missing_poster_reference,No poster image reference found
2003/fstate.html,thin_content,Modern content is 28% of legacy length (87 vs 309 chars)
2003/fsucker.html,missing_director,No Director listed in film-credits
2003/fsucker.html,missing_imdb_link,No IMDB link in film card
2003/fsucker.html,missing_poster_reference,No poster image reference found
2003/fthief.html,missing_director,No Director listed in film-credits
2003/fthief.html,missing_imdb_link,No IMDB link in film card
2003/fthief.html,missing_poster_reference,No poster image reference found
2003/ftiff03-indx.html,empty_content,Article body has only 1 <p> tag(s)
2003/ftiff03-indx.html,missing_director,No Director listed in film-credits
2003/ftiff03-indx.html,missing_imdb_link,No IMDB link in film card
2003/ftiff03-indx.html,missing_poster_reference,No poster image reference found
2003/ftiff03.html,missing_director,No Director listed in film-credits
2003/ftiff03.html,missing_imdb_link,No IMDB link in film card
2003/ftiff03.html,missing_poster_reference,No poster image reference found
2003/ralex.html,missing_director,No Director listed in film-credits
2003/ralex.html,missing_poster_reference,No poster image reference found
2003/rballad.html,missing_poster_reference,No poster image reference found
2003/rblonde2.html,missing_director,No Director listed in film-credits
2003/rblonde2.html,missing_imdb_link,No IMDB link in film card
2003/rblonde2.html,missing_poster_reference,No poster image reference found
2003/rboss.html,missing_director,No Director listed in film-credits
2003/rboss.html,missing_imdb_link,No IMDB link in film card
2003/rboss.html,missing_poster_reference,No poster image reference found
2003/rcaft.html,missing_director,No Director listed in film-credits
2003/rcaft.html,missing_imdb_link,No IMDB link in film card
2003/rcaft.html,missing_poster_reference,No poster image reference found
2003/rdada.html,missing_director,No Director listed in film-credits
2003/rdada.html,missing_imdb_link,No IMDB link in film card
2003/rdada.html,missing_poster_reference,No poster image reference found
2003/rdominoes.html,missing_director,No Director listed in film-credits
2003/rdominoes.html,missing_imdb_link,No IMDB link in film card
2003/rdracula.html,missing_director,No Director listed in film-credits
2003/rdracula.html,missing_imdb_link,No IMDB link in film card
2003/rdracula.html,missing_poster_reference,No poster image reference found
2003/rdracula.html,thin_content,Modern content is 33% of legacy length (1781 vs 5270 chars)
2003/rdrivein.html,missing_director,No Director listed in film-credits
2003/rdrivein.html,missing_imdb_link,No IMDB link in film card
2003/rdrivein.html,missing_poster_reference,No poster image reference found
2003/rduplex.html,thin_content,Modern content is 44% of legacy length (2752 vs 6165 chars)
2003/reden.html,missing_imdb_link,No IMDB link in film card
2003/respagnole.html,missing_director,No Director listed in film-credits
2003/respagnole.html,missing_imdb_link,No IMDB link in film card
2003/respagnole.html,missing_poster_reference,No poster image reference found
2003/rfellini.html,missing_imdb_link,No IMDB link in film card
2003/rfellini.html,missing_poster_reference,No poster image reference found
2003/rghosts.html,thin_content,Modern content is 45% of legacy length (2830 vs 6155 chars)
2003/rgrind.html,thin_content,Modern content is 29% of legacy length (1949 vs 6606 chars)
2003/rheart.html,thin_content,Modern content is 47% of legacy length (2798 vs 5860 chars)
2003/rhoney.html,thin_content,Modern content is 49% of legacy length (2705 vs 5426 chars)
2003/ridentity.html,thin_content,Modern content is 42% of legacy length (2011 vs 4695 chars)
2003/rinlaws.html,thin_content,Modern content is 46% of legacy length (2597 vs 5579 chars)
2003/rlchayim.html,missing_director,No Director listed in film-credits
2003/rlchayim.html,missing_imdb_link,No IMDB link in film card
2003/rlchayim.html,missing_poster_reference,No poster image reference found
2003/rlovecosts.html,missing_director,No Director listed in film-credits
2003/rlovecosts.html,missing_imdb_link,No IMDB link in film card
2003/rlovecosts.html,missing_poster_reference,No poster image reference found
2003/rmalibu.html,missing_director,No Director listed in film-credits
2003/rmalibu.html,missing_imdb_link,No IMDB link in film card
2003/rmalibu.html,missing_poster_reference,No poster image reference found
2003/rmalibu.html,thin_content,Modern content is 43% of legacy length (2037 vs 4693 chars)
2003/rmanic.html,missing_director,No Director listed in film-credits
2003/rnaughty.html,missing_imdb_link,No IMDB link in film card
2003/rnaughty.html,missing_poster_reference,No poster image reference found
2003/ronline.html,thin_content,Modern content is 48% of legacy length (2453 vs 5052 chars)
2003/rpiglet.html,missing_director,No Director listed in film-credits
2003/rpiglet.html,missing_imdb_link,No IMDB link in film card
2003/rpiglet.html,missing_poster_reference,No poster image reference found
2003/rrecruit.html,thin_content,Modern content is 48% of legacy length (2805 vs 5775 chars)
2003/rsomething.html,missing_director,No Director listed in film-credits
2003/rsomething.html,missing_imdb_link,No IMDB link in film card
2003/rsomething.html,missing_poster_reference,No poster image reference found
2003/rspider.html,missing_imdb_link,No IMDB link in film card
2003/rspider2.html,missing_imdb_link,No IMDB link in film card
2003/rstone.html,missing_imdb_link,No IMDB link in film card
2003/rstory.html,missing_director,No Director listed in film-credits
2003/rsucker.html,missing_imdb_link,No IMDB link in film card
2003/rsucker.html,missing_poster_reference,No poster image reference found
2003/rtogether.html,missing_director,No Director listed in film-credits
2003/rtogether.html,missing_imdb_link,No IMDB link in film card
2003/rtogether.html,missing_poster_reference,No poster image reference found
2003/rtomdowd.html,missing_imdb_link,No IMDB link in film card
2003/rtomdowd.html,missing_poster_reference,No poster image reference found
2003/rtrilogy1.html,thin_content,Modern content is 49% of legacy length (3339 vs 6684 chars)
2003/rtrilogy2.html,thin_content,Modern content is 39% of legacy length (2040 vs 5171 chars)
2003/runknown.html,thin_content,Modern content is 47% of legacy length (3414 vs 7226 chars)
2003/rwhite.html,missing_director,No Director listed in film-credits
2003/rwhite.html,missing_imdb_link,No IMDB link in film card
2003/rwhite.html,missing_poster_reference,No poster image reference found
2003/ryossi.html,missing_director,No Director listed in film-credits
2003/ryossi.html,missing_imdb_link,No IMDB link in film card
2003/ryossi.html,missing_poster_reference,No poster image reference found
2003/ryoung.html,missing_poster_reference,No poster image reference found
2004/fbonvoyage.html,missing_director,No Director listed in film-credits
2004/fbonvoyage.html,missing_imdb_link,No IMDB link in film card
2004/fbonvoyage.html,missing_poster_reference,No poster image reference found
2004/fcityofgod.html,missing_director,No Director listed in film-credits
2004/fcityofgod.html,missing_imdb_link,No IMDB link in film card
2004/fcityofgod.html,missing_poster_reference,No poster image reference found
2004/fkillbill.html,missing_director,No Director listed in film-credits
2004/fkillbill.html,missing_imdb_link,No IMDB link in film card
2004/fkillbill.html,missing_poster_reference,No poster image reference found
2004/floos.html,missing_director,No Director listed in film-credits
2004/floos.html,missing_imdb_link,No IMDB link in film card
2004/floos.html,missing_poster_reference,No poster image reference found
2004/fmeangirls.html,missing_imdb_link,No IMDB link in film card
2004/fmeangirls.html,missing_poster_reference,No poster image reference found
2004/fpassion.html,empty_content,Article body has only 1 <p> tag(s)
2004/fpassion.html,missing_director,No Director listed in film-credits
2004/fpassion.html,missing_imdb_link,No IMDB link in film card
2004/fpassion.html,missing_poster_reference,No poster image reference found
2004/fpassion.html,thin_content,Modern content is 7% of legacy length (25 vs 357 chars)
2004/fprince.html,missing_imdb_link,No IMDB link in film card
2004/fprince.html,missing_poster_reference,No poster image reference found
2004/ftwisted.html,empty_content,Article body has only 1 <p> tag(s)
2004/ftwisted.html,missing_director,No Director listed in film-credits
2004/ftwisted.html,missing_imdb_link,No IMDB link in film card
2004/ftwisted.html,missing_poster_reference,No poster image reference found
2004/ftwisted.html,thin_content,Modern content is 2% of legacy length (7 vs 286 chars)
2004/rbaby.html,thin_content,Modern content is 48% of legacy length (2892 vs 5911 chars)
2004/rbounce.html,thin_content,Modern content is 2% of legacy length (146 vs 6025 chars)
2004/rbroken.html,missing_imdb_link,No IMDB link in film card
2004/rburning.html,missing_poster_reference,No poster image reference found
2004/rliberty.html,thin_content,Modern content is 4% of legacy length (214 vs 5048 chars)
2004/rscared.html,missing_director,No Director listed in film-credits
2004/rscared.html,missing_imdb_link,No IMDB link in film card
2004/rscared.html,missing_poster_reference,No poster image reference found
2004/rteachers.html,missing_director,No Director listed in film-credits
2004/rteachers.html,missing_imdb_link,No IMDB link in film card
2004/rteachers.html,missing_poster_reference,No poster image reference found
